Respondent,Genre1,Genre2,Genre3,Genre4,XVar1,XVar2,XVar3,XVar4,XVar5,XVar6,XVar7,XVar8,XVar9,XVar10,XVar11,XVar12,XVar13,XVar14,XVar15,XVar16,XVar17,XVar18,XVar19,XVar20,XVar21,XVar22,XVar23
127927.2,0,0.1933862,0,0,0.5789474,0.2631579,0.3333333,0.3,1,1,1,0.7768853,0.3789489,0.6685813,0.3789489,1,1,0,0,1,0,0,1,0,0,0,0
51435.2,0,0.669503,0,0,0.2894737,0.2631579,0.7333333,0,0,0,0,0.2943998,0.1435956,0.3789489,0.3789489,0,1,0,0,0,0,1,0,1,0,0,0
15551.1,0,0.1933862,0,1,0.5526316,0.8947368,0.7333333,0.3,0,1,0,0.519411,0,0,0.3789489,1,1,0,1,0,0,0,0,1,0,1,1
40548.2,0,0.1933862,0,0,0.5789474,0.2105263,0.6666667,0,0,0,0,0.4059572,0.3789489,0.1435956,0,1,1,0,0,1,0,0,0,0,0,0,0
78339.2,0,0.1933862,0,0,0.4210526,0.2105263,0.7333333,0,0,1,0,0.2943998,0,0.3789489,0.6685813,1,1,0,0,0,0,1,1,0,0,1,1
47235.2,0.1933862,0.1933862,0,1,0.368421,0.368421,0.5333333,0.2,0,0,0,0.4059572,0.6685813,0.3789489,0.3789489,0,1,0,0,0,0,1,0,0,0,0,0
114170.2,0,0.669503,0.3867724,0,0.4210526,0.7368421,0.6666667,0.5,0,0,0,0.6309683,0.1435956,0.3789489,0.3789489,1,1,0,0,0,1,0,0,0,0,0,0
56865.2,0,0.669503,0,1,0.1842105,0.2105263,0.7333333,0.5,1,0,0,0.1115573,0.6685813,0.6685813,0.1435956,0,1,0,0,1,0,0,1,0,0,0,0
52964.2,0,0.3867724,0,0,0.3157895,0.4210526,0.3333333,0,1,0,0,0.2943998,0.3789489,0.3789489,0.3789489,1,1,0,0,0,0,1,0,1,0,0,0
103388.2,0.3867724,0,0,0,0.2894737,0.6315789,0.6666667,0.3,0,0,0,0.519411,0.3789489,0.1435956,0.1435956,1,1,0,0,1,0,0,0,1,0,1,0
133209.2,0,0,0,0,0.2894737,0.2631579,0.5333333,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
102287.2,0,0.3867724,0.1933862,1,0.0789474,0,0.5333333,0,1,0,0,0.2943998,1,0.3789489,1,1,1,0,0,0,0,1,0,1,0,0,0
89246.2,0,0.1933862,0,0,0.4210526,0.3157895,0.8666667,0,0,0,0,0.2943998,0.3789489,0.1435956,0.6685813,1,1,0,1,1,0,0,1,0,0,0,1
144848.2,0,0.1933862,0,0,0.2894737,0.2631579,0.5333333,0.8,0,0,0,0.519411,0.1435956,0.3789489,0.1435956,0,1,0,0,1,0,0,1,0,0,0,0
147850.2,0.1933862,0.1933862,0.1933862,1,0.7368421,1,0.7333333,0.5,0,1,0,1,0.3789489,0,1,1,1,0,1,0,0,0,0,0,0,0,0
93536.2,0.1933862,0.1933862,0,0,0.7631579,0.7368421,0.8666667,0,0,1,0,0.2231147,1,0.1435956,0.1435956,1,1,0,1,0,0,0,1,0,0,1,1
47957.2,0,0,0.669503,0,0.2894737,0.3157895,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1
88830.2,0,0.669503,0,0,0.4210526,0.368421,0.3333333,0,0,0,0,0,0.3789489,0.6685813,0.6685813,1,1,0,0,1,0,0,1,0,0,1,0
63249.2,0,0.1933862,0.1933862,1,0.2631579,0.6315789,0.5333333,0,1,0,0,0.2231147,0.3789489,0.1435956,0.6685813,0,1,0,1,1,0,0,1,0,0,1,1
52233.1,0,0,0,0,0.7631579,0.4736842,0.6666667,0,1,1,0,0.2943998,0.6685813,0.6685813,0.1435956,0,1,0,1,1,0,0,1,0,0,0,0
10145.2,0,0.1933862,0,0,0.2105263,0.1052632,0.6666667,0.5,1,0,0,0,1,0,0.3789489,1,1,0,0,0,0,1,0,0,0,0,0
25999.2,0.1933862,0,0,0,0.4736842,0.5263158,0.6666667,0.5,0,0,0,0.1115573,0.3789489,0.3789489,0.6685813,1,1,0,0,1,0,0,0,0,0,0,0
92396.2,1,0,0,1,0.4736842,0.5263158,0,0.5,1,0,0,0.1115573,0.6685813,1,0.1435956,1,1,0,0,0,1,0,0,1,0,0,0
6310.2,0,0,0.1933862,1,0.2105263,0,0.5333333,0,0,0,0,0.1115573,0.3789489,0,0,0,1,0,0,0,1,0,0,0,1,1,0
24795.2,0.1933862,1,0.3867724,1,0.4210526,0.7368421,0.7333333,0.7,0,0.5,0,0.4059572,0.1435956,0.3789489,0.3789489,0,1,0,0,0,1,0,1,0,0,0,1
942.2,0,0.1933862,0,0,0.3947368,0.368421,0.6666667,0.3,0,0,0,0.7768853,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7169.2,0,0,0,0,0.1578947,0.1052632,0.5333333,0.5,0,0,0,0.1115573,0.1435956,0.3789489,0.3789489,0,1,0,0,0,0,1,0,0,1,0,0
68453.2,0,0.1933862,0.1933862,1,0.1842105,0.5789474,0.3333333,0,0,0,1,0.2943998,0.1435956,0.6685813,0.1435956,0,1,0,0,0,1,0,0,1,0,1,1
91966.2,0,0.1933862,0,0,0.368421,0.7368421,0.6666667,0.8,0,0,0,0.7768853,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
69268.2,0,0.669503,0,0,0.3421053,0.6315789,0.6666667,0.5,0,0,0,0.2943998,0.1435956,0.1435956,0.1435956,0,1,0,1,0,0,0,1,0,0,0,0
56994.2,0,0.1933862,0.3867724,1,0.3157895,0.4210526,0.6666667,0,0,0.5,0,0.1115573,0.1435956,0.3789489,0.6685813,0,1,0,0,0,0,1,0,1,0,0,0
111824.2,0,0,0,0,0.3421053,0.1578947,0.5333333,0,0,0,0,0.4059572,0.1435956,0.1435956,0.6685813,1,1,0,0,1,0,0,1,0,0,0,0
87559.2,0,0.1933862,0,0,0.3947368,0.1578947,0.3333333,0.3,0,0,0,0.519411,0.1435956,0.3789489,0.1435956,0,1,0,0,1,0,0,0,0,0,0,0
7848.2,0,0,0,0,0.4473684,0.2631579,0.3333333,0,1,1,0,0.1115573,0.3789489,0.3789489,0.3789489,0,1,0,0,1,0,0,0,1,0,0,0
6728.2,0,0.1933862,0,1,0.1315789,0.1052632,0.3333333,0,0,0,0,0.1115573,0.6685813,0.3789489,0.1435956,0,1,0,0,1,0,0,0,1,0,0,0
702.6,0,0.1933862,0,0,0.2631579,0.2631579,0.5333333,0,0,0,1,0.2943998,0.1435956,0.6685813,0.3789489,0,1,0,0,0,0,1,0,1,0,0,1
73083.2,0,0.1933862,0,0,0.7105263,0.4736842,0.2,0.3,0,0.5,0,0.8884427,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
114726.2,0,0,0.3867724,1,0.6052631,0.5789474,0,0.3,0,0,0,0.7768853,0,0.6685813,0.6685813,1,1,0,0,0,1,0,0,1,0,1,0
4488.2,0,0.3867724,0,1,0.0789474,0.2631579,0.5333333,0.8,0,0,0,0.8884427,0,0,0.3789489,0,1,0,0,0,0,1,1,0,0,0,0
1778.4,0,0.1933862,0.1933862,0,0.4210526,0.2631579,0.3333333,0,1,0,0,0.1115573,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
73263.2,0,0.669503,0,1,0.2894737,0.368421,0.7333333,0.5,1,0,0,0,0.6685813,0.3789489,0.3789489,0,1,0,0,1,0,0,1,0,0,0,0
3302.5,0,0,0,0,0.4210526,0.4210526,0.6666667,0.2,1,0,0,0.1115573,1,0.3789489,0,1,1,0,0,0,1,0,0,1,0,1,0
100012.2,0.669503,0.1933862,0.3867724,0,0.4210526,0.7368421,0.5333333,0.5,0,0,0,0.4059572,0.6685813,0.3789489,0.6685813,1,1,0,0,1,0,0,0,1,0,1,0
69728.2,0,0.1933862,0,1,0.2368421,0.5789474,0.6666667,0.5,0,0,1,0.1115573,0.3789489,0.1435956,1,1,1,0,0,1,0,0,1,0,0,1,1
73908.2,0,0.1933862,0,0,0.368421,0.2631579,0.5333333,0,0,0,0,0.1115573,0.6685813,0.3789489,0.1435956,0,1,0,0,0,1,0,0,1,0,1,0
98970.2,0,0.1933862,0,1,0.4210526,0.8421052,0.6666667,0,0,0.5,1,0.2943998,0,0.1435956,1,1,1,1,0,0,0,0,1,0,0,1,1
81254.2,0,0.1933862,0,1,0.3157895,0.368421,0.6666667,0,0,0,0,0.1115573,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
6501.2,0,1,0.1933862,0,0.5,0.1052632,0.6666667,0,0,0.5,0,0,0.3789489,0,0,0,1,0,0,0,1,0,1,0,0,0,0
31807.2,0,0.1933862,0.1933862,1,0.2631579,0.2105263,0.7333333,0,0,0,1,0.2231147,0.3789489,0.1435956,0.3789489,0,1,0,0,1,0,0,0,1,0,0,1
50450.1,0,0.669503,0,1,0.2368421,0.368421,0.3333333,0,1,0,0,0,0.3789489,0.3789489,0,1,1,0,0,0,1,0,0,1,0,0,0
94951.2,0,0.1933862,0,0,0.4736842,0.3157895,0.6666667,0.3,0,0,0,0.8884427,0,0.3789489,0.3789489,0,1,0,0,0,1,0,0,0,0,0,0
13173.2,0,0,0,1,0.2894737,0.1052632,0.5333333,0,1,1,0,0.2231147,0.1435956,0.6685813,0.6685813,0,1,0,0,1,0,0,0,0,1,1,0
52895.2,0,0.1933862,0,0,0.2368421,0.4210526,0.5333333,0,1,0,1,0.2943998,0.6685813,0,1,0,1,0,0,0,1,0,0,1,0,0,0
87380.2,0,0,0.3867724,1,0.1842105,0.1578947,0.6666667,0.7,0,0,1,0.2231147,0.1435956,0,0.6685813,1,1,0,0,0,0,1,0,0,1,0,0
78944.2,0,0.669503,0.1933862,1,0.2105263,0.7368421,0.3333333,0,1,0,0,0.4059572,0.3789489,0.1435956,0.1435956,0,1,0,0,0,1,0,1,0,0,0,0
74358.2,0.1933862,0.3867724,0.1933862,1,0.3947368,0.7368421,0.3333333,0.2,1,0,1,0.4059572,0.3789489,0,0,0,1,0,0,0,1,0,1,0,0,0,1
14778.3,0,1,0.1933862,1,0.3421053,0.2631579,0.5333333,0.8,0,0.5,0,0.8884427,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
68031.2,0,0,0,1,0.1842105,0.368421,0,0,1,0,1,0.2231147,0.6685813,0.6685813,0.3789489,0,1,0,0,0,1,0,0,1,0,0,0
8240.2,0,0.669503,1,1,0.6052631,0.368421,0.5333333,0.3,0,1,0,0.6309683,0.1435956,0.3789489,0.3789489,0,1,1,0,0,0,0,0,1,0,1,1
51558.2,0,1,0,0,0.3421053,0.6315789,0.5333333,0.5,1,0,0,0.2943998,0.3789489,0.1435956,0.1435956,0,1,0,0,0,0,1,1,0,0,0,0
56362.2,0,1,0.1933862,1,0.5789474,0.5263158,0.3333333,0.2,1,0.5,0,0.4059572,0.1435956,0.3789489,0.3789489,0,1,0,0,0,0,1,1,0,0,0,0
51668.2,0,0,1,0,0.7368421,0.368421,0.3333333,0,1,0.5,1,0,0.6685813,0.6685813,0,0,1,0,1,1,0,0,0,1,0,0,1
76277.2,0,0.1933862,0,0,0.7894737,0.3157895,0.5333333,0,1,0.5,1,0.1115573,0.1435956,0.1435956,0.3789489,0,1,0,0,1,0,0,1,0,0,0,0
63100.2,0,0,0.1933862,1,0.1315789,0.6315789,0.3333333,0.3,1,0,0,0.8884427,0.3789489,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1253.4,0,0.1933862,0,1,0.5,0.4210526,0.5333333,0.5,1,0.5,0,0.2943998,0.3789489,0.3789489,0.3789489,0,1,0,0,0,1,0,0,1,0,0,0
102739.2,0,0.1933862,0,0,0.368421,0,0.3333333,0.5,0,0.5,0,0.1115573,0.6685813,0.1435956,0.6685813,1,1,0,1,1,0,0,0,1,0,1,1
71846.2,0,0,0,0,0.3157895,0.7368421,0.3333333,0.2,0,0.5,0,0.4059572,0.1435956,0.6685813,0.6685813,1,1,0,0,0,1,0,1,0,0,0,0
54958.2,0,0.1933862,0,0,0.1052632,0.0526316,0.3333333,0,0,0,0,0,0.6685813,0,0.1435956,0,1,0,0,0,0,1,0,1,0,0,0
68085.2,0,0.669503,0,0,0.368421,0.5263158,0.3333333,0.3,0,0,0,0.519411,0.1435956,0.3789489,0.3789489,0,1,0,0,0,1,0,1,0,0,0,1
12131.3,0,0,0,1,0.368421,0.4210526,0.6666667,0.3,0,0,0,0.519411,0.3789489,0.3789489,0,0,1,0,1,0,0,0,0,1,0,1,1
14426.2,0,0.1933862,0,1,0.2105263,0.5789474,0.3333333,0.2,0,0,0,0.4059572,0.6685813,0.6685813,0.1435956,0,1,0,0,0,0,1,1,0,0,0,1
78457.2,0,1,0,0,0.4473684,0.5789474,0.6666667,0.3,0,0,0,0.6309683,0,0,0.6685813,0,1,0,1,1,0,0,1,0,0,1,1
75935.2,0,0.669503,0,1,0.5526316,0.4210526,0.7333333,0.3,0,0,0,0.519411,0.1435956,0.1435956,1,0,1,0,0,0,1,0,1,0,0,0,0
79040.2,0,0.1933862,0,1,0.2631579,0.5263158,0.7333333,0,1,0,0,0.1115573,0.3789489,0.3789489,0.3789489,0,1,0,1,0,0,0,1,0,0,0,0
52908.2,0,0.1933862,0,0,0.4736842,0.2631579,0.7333333,0,0,0,0,0,0.3789489,0.3789489,1,0,1,0,0,0,1,0,1,0,0,0,0
101695.2,0,0.1933862,0,0,0.1052632,0.6315789,0.7333333,0.5,0,0,0,0.4059572,0.1435956,0.3789489,0.1435956,0,1,0,0,0,1,0,1,0,0,0,0
51449.2,0,0.1933862,0,1,0.6052631,0.368421,0.5333333,0.5,0,0,0,0,0.6685813,1,0,0,1,0,0,0,0,1,1,0,0,0,0
40330.2,1,0.1933862,0,0,0.2631579,0.2105263,0.3333333,0.5,0,0,0,0.2943998,0.3789489,0.1435956,0.6685813,1,1,0,0,0,1,0,0,1,0,0,0
96455.2,0,0.1933862,0,0,0.5526316,0.7368421,0.8666667,0,0,0,0,0,0,0.6685813,1,1,1,0,0,0,0,1,1,0,0,0,0
85687.2,0,0.1933862,0.3867724,1,0.4473684,0.2105263,0.3333333,0,1,0.5,0,0.1115573,0.6685813,0.1435956,0.3789489,1,1,0,0,0,1,0,0,1,0,0,0
35952.2,0.1933862,0,0,0,0.5,0.5789474,0.5333333,0,0,0,1,0,0.3789489,0.3789489,0.6685813,1,1,0,0,1,0,0,1,0,0,0,0
65200.2,0,0,0,0,0.2894737,0.4736842,0.5333333,0,0,0,1,0.4059572,0.1435956,0.3789489,0.3789489,0,1,0,0,1,0,0,1,0,0,0,0
57976.2,0,0.669503,0,1,0.6578947,0.4736842,0.5333333,0.5,0,1,0,0.1115573,0.1435956,0,0.3789489,0,1,0,0,0,0,1,0,1,0,0,0
81167.2,0,0,0,0,0.5,0.5789474,0.8,0,0,1,0,0.2943998,0.1435956,0.3789489,0.1435956,1,1,0,1,0,0,0,1,0,0,0,0
63364.2,0,0.1933862,0,0,0.2105263,0.0526316,0.3333333,0,0,0,0,0.1115573,0.6685813,0.1435956,0.1435956,0,1,0,0,0,0,1,1,0,0,0,0
26458.2,0,0,0,0,0.3157895,0.7894737,0.8666667,0,0,0,0,0.1115573,0.3789489,0.3789489,0.6685813,1,1,0,1,1,0,0,1,0,0,1,0
59157.2,0,0,0.1933862,1,0.5,0.7368421,0.6,0.5,1,0,1,0.2943998,0.1435956,0.3789489,0.3789489,1,1,0,0,0,1,0,1,0,0,0,0
29558.2,0,0,0,0,0.2631579,0.1052632,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0
103621.2,0,0.1933862,0,0,0.5526316,0.6315789,0.5333333,0,0,1,1,0.2231147,0.1435956,0.3789489,0,1,1,0,0,1,0,0,0,1,0,1,0
61327.2,0.1933862,0,0.1933862,0,0.6315789,0.5263158,0.5333333,0.5,1,0.5,0,0.2943998,0.1435956,0.1435956,0.1435956,1,1,0,1,1,0,0,1,0,0,0,1
62297.2,0,0,0,0,0.4736842,0.4210526,0.8666667,0,0,0.5,1,0.1115573,0.1435956,0.1435956,0.1435956,0,1,0,0,1,0,0,1,0,0,1,1
103420.2,0,0,0.669503,0,0.4210526,0.5263158,0.6666667,0,0,0.5,0,0.1115573,0.6685813,0.6685813,0.3789489,1,1,0,1,1,0,0,0,1,0,0,0
87863.2,0,0,0,1,0.2894737,0.7894737,0.5333333,0,1,0,0,0.1115573,0.1435956,0.6685813,0.3789489,1,1,0,1,1,0,0,1,0,0,0,1
110234.2,0,0,0,0,0.5526316,0.3157895,0.5333333,0.8,0,0.5,0,0.6309683,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0
8540.2,0,0,1,1,0.2631579,0.4210526,0.7333333,0,1,0,0,0.2943998,1,0.6685813,0,0,1,1,0,0,0,0,0,0,1,1,1
1501.6,0,0,0.669503,1,0.4736842,0.368421,0,0.5,0,0,1,0,0.3789489,0.6685813,0.1435956,0,1,0,0,0,0,1,0,0,1,1,1
20896.2,0.1933862,0,0,0,0.1315789,0.5789474,0.8666667,0,0,0,0,0.1115573,0.3789489,0,0.6685813,0,1,0,1,0,0,0,1,0,0,0,0
74077.2,0.1933862,0.3867724,0,0,0.3947368,0.6315789,0.8666667,0.7,0,0,0,0.334672,0.1435956,0.1435956,0.6685813,1,1,0,1,0,0,0,0,1,0,1,1
50683.1,0,0.1933862,0,0,0.2894737,0.368421,0.5333333,0,0,0,0,0.2943998,0.1435956,0.3789489,0.3789489,1,1,0,0,0,1,0,1,0,0,0,0
63606.2,0,0.3867724,0,0,0.7631579,0.7368421,0.8666667,0.3,0,0.5,0,0.519411,0.6685813,0.1435956,0.3789489,1,1,0,1,0,0,0,1,0,0,1,1
60801.2,0,0.1933862,0,1,0.2105263,0.2105263,0.3333333,0.7,0,0,1,0.5175145,0.3789489,0.6685813,0.3789489,0,1,0,0,0,1,0,1,0,0,0,1
88840.2,0,0.1933862,0,0,0.2368421,0.2105263,0.7333333,0,0,0,0,0.2943998,0.3789489,0.1435956,0.1435956,1,1,0,0,1,0,0,0,0,0,0,0
63975.2,0,0.3867724,0,1,0.5526316,0.6315789,0.3333333,0.5,0,0.5,0,0.6309683,0,0.6685813,0,1,1,0,1,1,0,0,0,1,0,1,0
90372.2,0,0,0,0,0.5263158,0.4736842,0.5333333,0,1,0.5,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0
72186.2,0,0,0,1,0.3947368,0.2105263,0.3333333,0.3,1,0,0,0.519411,0.3789489,0.3789489,0.1435956,1,1,0,0,0,1,0,0,0,1,1,0
55552.2,0,0.1933862,1,1,0.1315789,0.3157895,0,0.5,1,0,0,0.1115573,0.1435956,1,1,1,1,0,0,0,0,1,0,1,0,0,0
103773.2,0.1933862,0.1933862,0.1933862,0,0.368421,0.368421,0.6666667,0.3,0,0.5,0,0.519411,0.1435956,0.3789489,0.6685813,1,1,0,0,1,0,0,1,0,0,0,0
23470.2,0,0.1933862,0,0,0.3157895,0,0.5333333,0.3,0,0,1,0.8884427,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
69569.2,0,0.1933862,0.1933862,0,0.1315789,0.1578947,0.5333333,0,1,0,0,0,0.3789489,0.3789489,0.3789489,0,1,0,1,0,0,0,1,0,0,0,0
134712.2,0.1933862,0.1933862,0,0,0.2894737,0.5263158,0.5333333,0.7,0,0,0,0.2231147,0,0,0.3789489,1,1,0,0,0,1,0,1,0,0,1,0
6391.2,0,0.1933862,0.1933862,1,0.0789474,0.2631579,0.7333333,0,1,0,0,0.2231147,0.3789489,0,0.1435956,0,1,0,0,0,1,0,0,0,1,1,1
12130.3,0,0,0,0,0.3421053,0.8947368,0.6666667,1,0,0.5,0,1,0.3789489,0.3789489,0.3789489,0,1,0,1,0,0,0,0,1,0,1,1
12032.2,0,0.669503,0,1,0.1842105,0.2105263,0.5333333,0.8,0,0,1,0.7768853,0.3789489,0.3789489,1,0,1,0,0,0,0,1,0,0,1,1,0
99005.2,0,0.1933862,0,0,0.5263158,1,0.3333333,0.8,0,0,0,0.7768853,0,0.1435956,0.6685813,1,1,0,1,0,0,0,1,0,0,1,1
4306.4,1,0,0.3867724,1,0.4210526,0.1052632,0,0,0,0,1,0,0.6685813,0.3789489,0.6685813,1,1,1,0,0,0,0,0,1,0,0,0
50910.2,0,1,0,1,0.2894737,0.3157895,0.3333333,1,0,0,0,0.8884427,0.3789489,0.6685813,0.3789489,0,1,0,0,1,0,0,1,0,0,0,0
97508.2,0,0,0,0,0.1315789,0.6315789,0.5333333,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0
28608.1,0,0.1933862,0,0,0.3157895,0,0.3333333,0,0,0,0,0.2943998,0.1435956,0.3789489,0,1,1,0,0,1,0,0,0,0,0,0,0
43330.2,0,0.1933862,0.1933862,1,0.4473684,0.3157895,0.5333333,0.5,0,1,0,0.4059572,0.6685813,0.6685813,0.1435956,0,1,0,0,0,1,0,0,1,0,0,0
72695.2,0,0,0,1,0.2894737,0.5263158,0.3333333,0,0,0,1,0,0.6685813,0.1435956,0.3789489,1,1,0,0,1,0,0,0,0,1,1,0
109764.2,0.1933862,0,0.1933862,0,0.3421053,0.368421,0.5333333,0.8,0,0,0,0.519411,0.3789489,0.3789489,0.3789489,1,1,0,1,0,0,0,1,0,0,0,0
17453.2,0,0,0,0,0.2894737,0.1052632,0.7333333,0.3,0,1,1,0.519411,1,0.3789489,0.6685813,0,1,0,1,1,0,0,0,0,1,1,0
70077.2,0,0.669503,0,1,0.2631579,0.4736842,0.5333333,0.5,0,0,0,0.2231147,0.6685813,0.6685813,0.3789489,0,1,0,0,0,0,1,1,0,0,0,0
51146.2,0,0.1933862,0,0,0.2631579,0.368421,0.6666667,0.3,0,0.5,0,0.7768853,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
81662.2,0,0,0,0,0.3157895,0.5789474,0.5333333,0.5,1,0,0,0.2231147,0.6685813,0,0.1435956,0,1,0,0,0,1,0,1,0,0,0,0
83803.2,0,0.1933862,0.1933862,0,0.368421,0.3157895,0.2,0,0,0,0,0.1115573,1,0,0.3789489,1,1,0,0,0,0,1,1,0,0,0,0
74178.2,0,0.1933862,0,0,0.3947368,0,0.3333333,0,0,0.5,0,0,0.3789489,1,0.3789489,0,1,0,0,0,0,1,1,0,0,0,0
65140.2,0,0.3867724,0,0,0.2368421,0.5263158,0.5333333,0,1,0,0,0,0.6685813,0.1435956,0,1,1,0,1,1,0,0,1,0,0,1,1
103581.2,0,0,0,0,0.3421053,0.6842105,0.6666667,0,0,0,0,0.1115573,0.1435956,0.6685813,0.6685813,1,1,0,0,1,0,0,1,0,0,1,0
121354.2,0,0,0,0,0.4210526,0.7894737,0.6666667,0.2,0,1,0,0.4059572,0.1435956,0.6685813,0.3789489,1,1,0,1,1,0,0,0,0,0,0,0
57960.2,0.1933862,0.3867724,0,0,0.0526316,0,0.2,0,0,0,0,0.2943998,0.1435956,0,0.3789489,0,1,0,0,0,0,1,1,0,0,0,0
85365.1,0,0,0.3867724,1,0.2368421,0.3157895,0,0.5,1,0,0,0.1115573,0.1435956,0.1435956,0.3789489,1,1,0,0,0,1,0,1,0,0,0,0
76983.2,1,0.1933862,0,0,0.1842105,0.6315789,0.6666667,0.8,0,0,0,0.8884427,0,0,0.3789489,1,1,0,0,1,0,0,1,0,0,1,0
94307.2,0,0.1933862,0,1,0.1578947,0.2105263,0.2,0.5,0,0,1,0.4059572,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
53058.2,0,0.3867724,0.1933862,0,0,0,0.6666667,0,0,0,0,0.2943998,0.3789489,0.3789489,0.3789489,0,1,0,0,0,0,1,0,1,0,0,0
36209.2,0.1933862,0.1933862,0,0,0.2894737,0.1052632,0.3333333,0,0,0,0,0,1,0,0.6685813,1,1,0,0,0,1,0,1,0,0,0,0
34963.2,0,0,0,0,0.3947368,0,0,0,0,0,0,0,0.6685813,0.1435956,0.3789489,0,1,0,0,0,1,0,1,0,0,0,0
1206.6,0.1933862,0.1933862,0.1933862,0,0.2368421,0.7894737,0,0,1,0,1,0.4059572,0.3789489,0.1435956,0.3789489,0,1,0,0,1,0,0,1,0,0,0,1
2456.6,0,0,1,1,0.5,0.0526316,0.3333333,0,1,0.5,0,0.2943998,0.6685813,0,0,1,1,0,1,0,0,0,0,0,1,1,1
6759.2,0,0,0.1933862,1,0.5263158,0.368421,0.3333333,0,1,0,0,0.1115573,0.6685813,0.1435956,0.1435956,1,1,0,1,1,0,0,0,0,1,1,0
130546.2,0,0.1933862,0,0,0.6315789,0.2631579,0.5333333,0,0,1,0,0.4059572,0.3789489,0.6685813,0.6685813,1,1,0,1,0,0,0,1,0,0,0,0
75379.2,0,0,0,0,0.3421053,0.7368421,0.6666667,0.5,0,1,1,0,0,0.6685813,1,1,1,0,0,1,0,0,0,0,0,0,0
608.5,0.1933862,0,0,0,0.1842105,0.368421,0.2,0,1,0,0,0.1115573,0.3789489,0.1435956,0.1435956,0,1,0,0,1,0,0,1,0,0,0,0
43717.2,0,0.3867724,0.1933862,1,0.2368421,0.6315789,0.3333333,0.5,0,0,0,0.2943998,0.6685813,1,0,0,1,0,0,0,0,1,1,0,0,0,1
109009.2,0.1933862,1,0,0,0.2894737,0.6842105,0.6666667,0,0,0.5,0,0.2943998,0,1,0.6685813,0,1,0,0,1,0,0,0,0,0,0,0
2104.6,0,0,0.3867724,1,0.3421053,0.5789474,0.5333333,0,1,1,0,0,0.3789489,0.3789489,0.1435956,0,1,0,1,0,0,0,0,1,0,1,1
75512.2,0,0.669503,0,0,0.2368421,0.368421,0.2,0.5,1,0,0,0.4059572,1,0.1435956,1,0,1,0,0,0,1,0,1,0,0,0,0
119112.2,0,0.1933862,0.1933862,1,0,0.2631579,0.6666667,0.5,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0
50292.1,0,0.3867724,0.669503,1,0.0263158,0.368421,0.3333333,0.5,0,0,0,0,1,0.3789489,0.1435956,0,1,0,0,0,1,0,0,0,1,0,0
53189.2,0,0,0,1,0.3421053,0.5263158,0.3333333,0.2,0,0,0,0.2231147,0.6685813,0,0.1435956,1,1,0,0,1,0,0,1,0,0,1,0
61021.2,0,0.1933862,0.1933862,0,0.5789474,0.4210526,0.6666667,0,0,0.5,0,0.2943998,0,0.3789489,0,0,1,0,0,0,1,0,0,1,0,0,0
29828.2,0,0.669503,0,0,0.3157895,0,0.5333333,0,0,0,0,0,0.1435956,0,0.3789489,0,1,0,0,0,0,1,1,0,0,0,0
62766.2,0,0,0.1933862,0,0.2105263,0.1578947,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
102367.2,0,0,0.3867724,0,0.0789474,0.4736842,0,0,1,0,0,0.1115573,0.3789489,0.3789489,0.1435956,1,1,0,0,1,0,0,1,0,0,0,0
6297.2,0,0,0.3867724,0,0.2894737,0.2105263,0.3333333,0.3,0,0,1,0.7768853,0.1435956,0.1435956,0.1435956,0,1,0,0,0,1,0,0,0,1,1,0
70375.2,0,0,0,0,0.4736842,0.368421,0.3333333,0.5,1,0,1,0.1115573,0.6685813,1,0.1435956,1,1,0,0,1,0,0,0,1,0,1,1
62825.2,0,0.1933862,0,0,0.1842105,0.2631579,0.3333333,0.5,0,0,0,0.4059572,0.1435956,0.6685813,0.1435956,0,1,0,1,1,0,0,1,0,0,1,1
43655.2,0,0,0.1933862,1,0.1842105,0.4210526,0.3333333,0.3,0,0,1,0.519411,0.3789489,0.1435956,0,1,1,0,0,0,1,0,0,0,1,0,1
57577.2,0,0,0,1,0.2631579,0.8947368,0.6666667,0.7,0,0,0,0.334672,0.1435956,0,1,1,1,0,0,0,1,0,1,0,0,1,0
